City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,hamilton,39.1834,-84.5333,12.77,76,96,2.68,US,1697479205
367,la passe,45.5549,-0.8967,18.13,52,54,3.61,FR,1697479383
368,robertsport,6.7533,-11.3686,26.56,83,100,4.37,LR,1697479383
369,zaozersk,69.4005,32.4476,2.57,83,100,11.09,RU,1697479384
370,kholmsk,47.0511,142.0569,4.67,69,79,4.96,RU,1697479384
371,machico,32.7,-16.7667,27.62,85,20,8.75,PT,1697479384
372,canutama,-6.5339,-64.3831,36.2,34,95,1.41,BR,1697479370
373,saint-joseph,-21.3667,55.6167,24.21,88,54,1.15,RE,1697479384
374,el bayadh,33.6832,1.0193,20.02,27,8,5.06,DZ,1697479384
375,quirihue,-36.2833,-72.5333,18.31,34,0,5.08,CL,1697479280
376,baley,51.6,116.6333,2.63,49,90,1.71,RU,1697479385
377,kindu,-2.95,25.95,21.84,96,92,1.26,CD,1697479385
378,marsabit,2.3284,37.9899,23.19,57,85,3.84,KE,1697479385
379,kota tinggi,1.7381,103.8999,29.05,92,62,1.21,MY,1697479386
380,st. john's,47.5649,-52.7093,12.31,98,100,8.94,CA,1697479093
381,malvan,16.0667,73.4667,27.72,83,67,1.13,IN,1697479386
382,taoudenni,22.6783,-3.9836,33.75,13,100,3.94,ML,1697479386
383,flin flon,54.7682,-101.865,10.91,62,20,2.06,CA,1697479202
384,margate,51.3813,1.3862,13.28,71,100,1.79,GB,1697479297
385,plettenberg bay,-34.0527,23.3716,16.34,88,14,6.48,ZA,1697479386
386,kalemie,-5.9475,29.1947,24.2,72,92,1.59,CD,1697479387
387,cambria,35.5641,-121.0808,24.23,52,1,2.44,US,1697479387
388,makoua,0.0069,15.6333,23.41,96,98,0.15,CG,1697479387
389,saint-pierre,-21.3393,55.4781,24.82,78,40,0.0,RE,1697479387
390,forrest city,35.0081,-90.7898,15.81,35,1,6.29,US,1697479206
391,maffra,-37.9667,146.9833,7.69,85,62,1.47,AU,1697479387
392,manokwari,-0.8667,134.0833,25.23,81,32,1.49,ID,1697479388
393,el nido,11.1858,119.3956,26.77,80,95,0.77,PH,1697479388
394,leava,-14.3,-178.1667,26.51,82,73,9.84,WF,1697479388
395,chonchi,-42.6128,-73.8092,12.56,49,38,2.33,CL,1697479388
396,mar del plata,-38.0023,-57.5575,19.01,83,40,3.6,AR,1697479388
397,swift current,50.2834,-107.8014,13.45,54,0,3.09,CA,1697479388
398,chichen-itza,20.6667,-88.5667,29.79,44,92,3.56,MX,1697479389
399,mendi,-6.1761,143.6513,12.7,98,100,1.52,PG,1697479389
400,paungde,18.4833,95.5,24.18,90,100,0.69,MM,1697479389
401,kallidaikurichi,8.6667,77.4833,26.66,83,62,2.32,IN,1697479389
402,gokcebey,41.3058,32.1423,12.97,94,100,2.39,TR,1697479389
403,kourou,5.1552,-52.6478,34.03,58,67,5.03,GF,1697479390
404,cherdyn',60.403,56.4787,10.62,89,100,2.98,RU,1697479390
405,laizhou,37.1717,119.9214,12.73,45,0,2.0,CN,1697479390
406,arawa,-6.2132,155.5367,25.52,81,100,0.51,PG,1697479390
407,seka,17.9285,103.9552,22.66,85,78,1.22,TH,1697479390
408,vilhena,-12.7406,-60.1458,32.12,45,20,2.57,BR,1697479383
409,hammerfest,70.6634,23.6821,2.25,75,40,5.14,NO,1697479391
410,argo,37.6333,22.7333,21.55,63,97,1.08,GR,1697479391
411,arraial do cabo,-22.9661,-42.0278,27.98,74,20,10.29,BR,1697479391
412,chegdomyn,51.1167,133.0167,-1.49,82,46,0.89,RU,1697479391
413,karwar,14.8,74.1333,26.21,86,36,1.66,IN,1697479391
414,richards bay,-28.783,32.0377,18.54,94,100,1.25,ZA,1697479392
415,totness,5.8833,-56.3167,30.78,64,89,5.51,SR,1697479392
416,qaisumah,28.3112,46.1273,27.98,21,0,2.57,SA,1697479392
417,forster,-32.1667,152.5167,12.38,68,9,7.59,AU,1697479392
418,puerto santa,-8.9906,-78.6456,22.07,76,98,4.35,PE,1697479392
419,ebon,4.582,168.6964,28.79,72,74,2.67,MH,1697479392
420,hyesan,41.4017,128.1778,0.02,59,0,0.53,KP,1697479393
421,pangody,65.85,74.4859,0.74,95,100,5.21,RU,1697479393
422,stephenville,32.2207,-98.2023,17.87,42,0,7.2,US,1697479221
423,mahina,-17.5065,-149.489,26.87,74,0,1.54,PF,1697479393
424,nema,57.5067,50.5011,10.97,62,38,6.55,RU,1697479393
425,mandiana,10.6333,-8.6833,28.11,63,41,1.14,GN,1697479393
426,mount carmel,38.4109,-87.7614,13.97,54,95,5.63,US,1697479394
427,sao joao da barra,-21.6403,-41.0511,28.05,85,22,6.36,BR,1697479394
428,rio grande,-32.035,-52.0986,20.53,97,100,4.99,BR,1697479305
429,aleksandrovsk-sakhalinskiy,50.8975,142.1561,11.46,90,100,4.47,RU,1697479394
430,aykhal,66.0,111.5,-3.85,94,99,4.92,RU,1697479394
431,lent'ekhi,42.7856,42.7261,10.72,94,45,1.09,GE,1697479394
432,santa maria,-29.6842,-53.8069,19.61,94,100,3.6,BR,1697478709
433,yashan,22.1975,109.9419,21.27,68,96,1.76,CN,1697479395
434,dera bugti,29.0307,69.151,25.61,33,64,4.94,PK,1697479395
435,taunggyi,20.7833,97.0333,15.68,90,100,0.59,MM,1697479395
436,mandal,25.45,74.5667,23.29,58,34,2.85,IN,1697479395
437,arbuzynka,47.9097,31.3196,6.74,74,41,7.27,UA,1697479395
438,whangarei,-35.7317,174.3239,14.69,89,83,2.7,NZ,1697479396
439,coahuayana de hidalgo,18.7,-103.6583,32.52,60,82,1.7,MX,1697479396
440,raja,8.4596,25.678,23.14,86,93,3.28,SS,1697479396
441,betio village,1.358,172.9211,29.02,77,97,6.02,KI,1697479396
442,elverum,60.8819,11.5623,2.79,68,76,1.61,NO,1697479396
443,datca,36.7378,27.6842,22.25,67,0,5.95,TR,1697479396
444,korla,41.7597,86.1469,13.22,40,0,5.86,CN,1697479397
445,bornu yassu,12.2774,12.5552,33.78,23,93,3.42,NG,1697479397
446,wanning,18.8003,110.3967,25.21,92,100,7.65,CN,1697479397
447,itaituba,-4.2761,-55.9836,37.09,47,40,1.94,BR,1697479397
448,nadi,-17.8,177.4167,21.0,78,20,2.57,FJ,1697479397
449,katabu,-4.9333,122.5167,23.19,93,35,1.8,ID,1697479398
450,kapuskasing,49.4169,-82.4331,7.05,87,75,4.12,CA,1697479113
451,cascais,38.6979,-9.4215,22.92,97,100,10.28,PT,1697479398
452,artemovskiy,57.3555,61.8686,9.45,84,71,3.91,RU,1697479398
453,mazagao,-0.115,-51.2894,34.03,34,77,2.61,BR,1697479398
454,arno,60.1167,18.6333,7.66,62,3,5.61,SE,1697479399
455,codajas,-3.8367,-62.0569,35.95,34,55,1.16,BR,1697479396
456,alta,69.9689,23.2717,2.59,70,75,6.17,NO,1697479399
457,yakeshi,49.2833,120.7333,2.27,45,71,2.58,CN,1697479399
458,port douglas,-16.4833,145.4667,21.43,75,18,1.78,AU,1697479400
459,tolanaro,-25.0319,46.9987,23.04,73,75,0.0,MG,1697479400
460,nehe,48.4833,124.8333,3.51,36,11,2.11,CN,1697479400
461,castillos,-34.1667,-53.8333,19.06,86,100,2.17,UY,1697479400
462,northam,51.0333,-4.2167,10.77,83,100,7.82,GB,1697479401
463,wad medani,14.4012,33.5199,29.17,54,84,2.65,SD,1697479401
464,panamaram,11.7404,76.0738,20.8,99,99,1.06,IN,1697479402
465,togur,58.3631,82.8265,7.3,65,100,4.92,RU,1697479402
466,ndjole,-0.1783,10.7649,25.68,86,88,1.6,GA,1697479402
467,dalbandin,28.8947,64.4101,20.73,21,0,1.01,PK,1697479403
468,darovskoy,58.77,47.9564,7.24,96,100,1.31,RU,1697479403
469,al kharijah,25.4514,30.5464,24.58,32,0,4.67,EG,1697479403
470,klyuchi,52.2667,79.1667,10.07,58,100,5.21,RU,1697479403
471,viedma,-40.8135,-62.9967,15.85,38,0,8.24,AR,1697479404
472,alupka,44.4167,34.05,12.8,57,84,5.58,UA,1697479404
473,villa del totoral,-30.8167,-63.7167,33.81,21,11,10.33,AR,1697479404
474,santiago de cao,-7.9589,-79.2392,21.07,78,0,5.66,PE,1697479405
475,oranjemund,-28.55,16.4333,17.78,73,1,4.12,NA,1697479405
476,bogo,11.0517,124.0055,25.88,87,86,2.72,PH,1697479405
477,salina,38.8403,-97.6114,14.61,47,0,3.6,US,1697479405
478,childress,34.4264,-100.204,16.14,39,0,0.0,US,1697479378
479,narvik,68.4384,17.4272,4.1,98,100,1.32,NO,1697479406
480,amalapuram,16.5833,82.0167,24.64,82,68,0.78,IN,1697479406
481,hami,42.8,93.45,11.41,32,40,1.46,CN,1697479406
482,anadyr,64.75,177.4833,-1.72,86,75,5.0,RU,1697479281
483,bibai,43.3247,141.8586,6.11,81,96,4.5,JP,1697479406
484,daru,-9.0763,143.2092,24.92,87,100,4.41,PG,1697479407
485,gizo,-8.103,156.8419,27.27,80,100,1.09,SB,1697479407
486,bakchar,57.0186,82.0711,7.25,84,100,5.32,RU,1697479407
487,dwarka,22.2394,68.9678,27.22,70,2,4.07,IN,1697479407
488,eagle,43.6954,-116.354,23.14,43,0,1.54,US,1697479207
489,borisovka,50.6236,35.9903,5.08,83,100,5.53,RU,1697479408
490,trashi yangtse,27.6116,91.498,13.2,76,39,1.65,BT,1697479408
491,brisas de zicatela,15.8369,-97.0419,30.29,54,40,4.12,MX,1697479408
492,nova olinda do norte,-3.8881,-59.0942,35.58,36,77,0.9,BR,1697479408
493,camabatela,-8.1881,15.375,19.12,92,98,1.04,AO,1697479408
494,sao vicente,-23.9631,-46.3919,37.1,78,75,3.13,BR,1697479253
495,niquero,20.0431,-77.5828,31.03,60,78,4.27,CU,1697479409
496,linfen,36.0889,111.5189,17.3,46,0,1.36,CN,1697479409
497,sakaiminato,35.55,133.2333,13.99,100,20,2.57,JP,1697479409
498,tutoia,-2.7619,-42.2744,28.15,70,71,5.95,BR,1697479409
499,jincheng,35.5022,112.8328,15.05,53,0,1.25,CN,1697479409
500,shalqar,47.8333,59.6,11.51,54,0,3.98,KZ,1697479409
501,perryton,36.4,-100.8027,17.33,43,0,0.0,US,1697479410
502,tarhuna,32.435,13.6332,23.27,33,0,3.68,LY,1697479410
503,north bend,43.4065,-124.2243,18.29,96,100,4.27,US,1697479373
504,new ipswich,42.7481,-71.8542,12.39,83,92,1.34,US,1697479410
505,passo fundo,-28.2628,-52.4067,19.14,88,75,6.17,BR,1697479269
506,kamloops,50.6665,-120.3192,14.21,87,75,5.66,CA,1697479230
507,margarita belen,-27.2616,-58.9722,42.01,21,58,4.95,AR,1697479411
508,ouled mimoun,34.9047,-1.0339,23.01,35,78,0.7,DZ,1697479411
509,bollnas,61.3482,16.3946,4.04,67,44,3.21,SE,1697479411
510,onega,63.9061,38.1404,4.3,78,99,6.71,RU,1697479411
511,kegeyli shahar,42.7767,59.6078,10.05,27,0,4.9,UZ,1697479411
512,piton saint-leu,-21.2196,55.3151,23.06,78,40,0.0,RE,1697479412
513,chifeng,42.2683,118.9636,9.21,33,17,2.66,CN,1697479412
514,louiseville,46.2559,-72.9415,14.73,67,90,6.69,CA,1697479412
515,mogocha,53.7333,119.7667,0.97,48,87,0.89,RU,1697479412
516,namibe,-15.1961,12.1522,18.46,81,15,2.05,AO,1697479412
517,iyo,33.7514,132.7014,16.7,75,24,1.15,JP,1697479413
518,mungyeong,36.5946,128.1995,10.65,72,0,1.4,KR,1697479241
519,puerto aysen,-45.4,-72.7,9.95,81,87,1.65,CL,1697479413
520,sisimiut,66.9395,-53.6735,-4.93,89,97,4.07,GL,1697479413
521,yasnaya polyana,44.0225,42.7539,15.54,30,54,1.79,RU,1697479413
522,scarborough,54.2797,-0.4044,7.66,87,100,1.79,GB,1697479297
523,siquirres,10.0975,-83.5066,32.2,74,100,1.26,CR,1697479414
524,tyukalinsk,55.8732,72.1967,8.67,90,95,4.04,RU,1697479414
525,taulaga,-11.0553,-171.0883,27.93,77,100,9.7,AS,1697479414
526,baruun-urt,46.6806,113.2792,7.25,45,51,3.79,MN,1697479414
527,poronaysk,49.2167,143.1167,5.72,90,86,2.83,RU,1697479414
528,arklow,52.7931,-6.1414,9.83,70,96,6.17,IE,1697479350
529,el idrissia,34.4454,2.5275,23.16,23,46,2.39,DZ,1697479415
530,bolobo,-2.1667,16.2333,24.76,84,100,0.38,CD,1697479415
531,dawei,14.0833,98.2,24.16,93,82,1.13,MM,1697479415
532,arkhara,49.4212,130.0842,-0.91,58,1,3.75,RU,1697479415
533,yantarnyy,54.8717,19.9381,9.3,51,0,6.87,RU,1697479415
534,tucuma,-0.1833,-50.05,33.91,47,55,4.7,BR,1697479293
535,borgomanero,45.7024,8.4581,13.81,75,100,0.89,IT,1697479416
536,kone,-21.0595,164.8658,22.75,91,98,2.52,NC,1697479416
537,deridder,30.8463,-93.289,18.98,51,100,5.14,US,1697479416
538,riberalta,-10.9833,-66.1,31.11,66,75,2.06,BO,1697479416
539,jinghong,21.991,100.7341,21.66,89,80,0.8,CN,1697479416
540,virginia,37.5481,-77.4467,17.09,59,40,4.63,US,1697479187
541,aladag,37.5485,35.396,15.27,61,7,1.66,TR,1697479417
542,wamba,8.9333,8.6,24.84,89,71,0.76,NG,1697479417
543,bereket,39.2446,55.5154,18.36,17,36,8.17,TM,1697479417
544,torit,4.4133,32.5678,20.85,96,100,1.42,SS,1697479417
545,yorosso,12.3536,-4.7761,31.4,35,100,1.72,ML,1697479417
546,boras,57.721,12.9401,4.75,81,18,1.97,SE,1697479417
547,acarau,-2.8856,-40.12,29.61,61,25,9.39,BR,1697479418
548,wuwei,37.9281,102.6414,10.93,35,96,3.31,CN,1697479418
549,tabuk,17.4189,121.4443,23.0,91,47,0.52,PH,1697479418
550,mareeba,-17.0,145.4333,17.47,92,74,1.5,AU,1697479210
551,opuwo,-18.0607,13.84,26.21,14,44,4.66,NA,1697479418
552,zhangjiakou,40.81,114.8794,10.38,53,56,0.91,CN,1697479418
553,mawu,29.5923,107.3139,17.43,80,7,1.78,CN,1697479419
554,doctor alberto oviedo mota,32.2275,-115.1697,32.22,8,0,2.91,MX,1697479419
555,baixa grande,-11.9597,-40.1681,32.87,27,12,6.72,BR,1697479419
556,grants,35.1473,-107.8514,19.13,20,0,4.63,US,1697479419
557,mhamid,29.82,-5.72,28.49,18,18,1.24,MA,1697479419
